01 
10 516.29 61457702 124280429 56
100 2.3873 49357 100665 46
11 45.3834 40139343 81549076 60
12 46.7833 57598996 116547221 58
13 24.5875 32242186 64691602 60
14 35.945 47172578 95778830 57
15 23.1249 20283511 40187699 60
16 20.6 25251012 50326237 59
17 20.2234 27506849 56675917 57
18 14.6552 18223603 36671332 58
19 15.9743 22204068 45014329 60
02 
20 17.8309 26447134 53091516 59
21 15.6133 23459038 46502543 61
22 16.555 24814701 49788097 58
23 4.53725 6797712 13763305 57
24 10.8692 15220484 31035556 57
25 4.35761 5689127 11659315 54
26 10.1891 15752848 31671349 60
27 9.52294 12725994 26212479 55
28 10.5217 15384207 31689420 54
29 8.94825 13315607 26791308 56
03 799.726 94046643 187759256 62
30 3.17262 4592550 9177826 58
31 8.79674 12713608 26377971 51
32 7.99853 11392099 23304978 53
33 2.53583 3342758 6852875 51
34 6.17777 8977469 18175920 57
35 5.98536 8950529 18251909 58
36 6.31585 9052898 18401888 53
37 5.91149 8667360 16753284 65
38 5.22558 7306936 14715808 55
39 5.79517 8197975 16646077 53
04 
40 5.65961 8352754 16764582 55
41 4.31486 6273496 12291391 58
42 4.94144 6934724 14183919 55
43 5.01632 7230957 14808434 52
44 23.1451 5308661 10752325 55
45 5.11874 7563794 15539577 52
46 4.19425 5948628 12085216 53
47 4.23674 5654875 11454578 55
48 4.02693 5406088 10994686 55
49 30.2954 6094439 12470447 54
05 136.814 100165902 195725222 67
50 3.88377 5797050 11502765 56
51 2.76084 3921437 7908084 56
52 3.52345 4486410 9072141 55
53 4.23771 6057829 12150615 58
54 3.50966 4739593 9894765 49
55 3.11293 4107722 8217487 57
56 14.8922 3541408 7243228 51
57 1.2874 1302904 2687881 48
58 2.16175 2472777 5011315 53
59 2.48256 3152997 6392978 53
06 248.427 47233497 93784821 65
60 0.920894 612619 1216346 52
61 4.00597 260946 536527 48
62 2.44385 3031466 6071212 55
63 10.3545 2431955 4811751 57
64 2.03114 2328769 4739359 53
65 2.18962 2551358 5272873 50
66 1.89317 2321635 4691781 58
67 7.92928 1710779 3491528 50
68 1.64799 1793378 3634657 50
69 1.52656 1657411 3354238 57
07 122.548 112978827 227074843 60
70 1.58531 1546080 3148625 50
71 8.11508 1501847 2976870 56
72 1.46663 1335439 2715328 50
73 1.24709 957999 1986726 43
74 1.34641 1195599 2433251 53
75 6.68954 1183254 2334539 53
76 1.295 1057262 2111719 51
77 1.28032 1026837 2043510 54
78 
79 1.17189 939472 1921191 47
08 25.8477 30364450 59527251 63
80 4.96343 937360 1915052 51
81 1.11426 845462 1707741 54
82 1.12145 725970 1515834 52
83 1.13298 732381 1520506 45
84 4.30457 607323 1237538 46
85 0.967561 666671 1364846 51
86 0.998482 613154 1255095 47
87 
88 0.87281 279965 565057 48
89 3.42648 317948 647277 54
09 84.8194 68518241 139619657 58
90 0.825933 224750 463256 45
91 0.83184 238725 488595 50
92 3.11523 176093 363651 45
93 0.672513 238564 493003 46
94 3.55971 244835 488350 51
95 0.825779 204507 417167 47
96 0.822606 212616 438357 42
97 3.84097 163490 335780 50
98 0.749357 83650 172377 43
99 0.750666 74383 149940 43
