01 
10 2.41782 6 11 0
100 2.41151 12 27 0
11 396.017 32065742 63988046 60
12 450.936 53015794 106613034 58
13 232.415 28952800 57541123 60
14 268.158 38716627 77793395 57
15 151.765 19202700 38110599 60
16 147.596 22275571 43909389 59
17 2.12876 0 0 0
18 131.356 16304654 32449479 58
19 2.02971 21 45 0
02 0.806607 0 0 0
20 3.00502 2 7 0
21 2.96704 1 3 0
22 131.469 19915817 39342921 58
23 37.458 5915135 11796175 57
24 87.1229 12733090 25606811 57
25 2.92883 0 0 0
26 2.88341 3 6 0
27 80.9151 11495705 23485748 55
28 79.5957 13562157 27663215 54
29 2.28311 2 4 0
03 0.911289 4 11 0
30 20.3581 4098607 8094916 58
31 3.42611 35 70 0
32 2.29562 7 17 0
33 18.7926 3004047 6093113 51
34 46.3629 7944649 15922009 57
35 
36 2.98697 1 2 0
37 43.4479 7805333 14881367 65
38 2.98135 8 21 0
39 40.3649 7136195 14315075 53
04 
40 3.13971 6 14 0
41 3.06506 3 7 0
42 30.4959 6255788 12671193 55
43 40.2866 6628321 13483420 52
44 30.315 4776217 9640877 55
45 2.97769 3 6 0
46 2.13088 13 24 0
47 35.1939 5304181 10674141 55
48 23.8788 4265757 8477020 55
49 35.0697 5673321 11478305 54
05 1809.59 109745001 212342820 67
50 26.901 5169785 10214900 56
51 26.307 4605411 9177487 56
52 2.41146 6 14 0
53 2.24731 21 46 0
54 22.9516 3900936 8017934 49
55 3.03026 6 13 0
56 2.64468 0 0 0
57 2.35657 1 2 0
58 14.2026 2249898 4530907 53
59 17.7312 2675447 5340167 53
06 
60 2.7435 18 44 0
61 2.93455 12 29 0
62 3.16536 3 6 0
63 11.9857 2155988 4235220 57
64 3.21005 3 7 0
65 1.91075 0 0 0
66 2.24554 1 2 0
67 10.2561 1548381 3146211 50
68 10.1111 1515299 3050570 50
69 11.5334 1580651 3145239 57
07 2.43088 5 11 0
70 2.97842 4 9 0
71 2.2755 10 23 0
72 9.21949 1198625 2409981 50
73 2.34666 2 4 0
74 6.87992 1110963 2249154 53
75 7.26843 987023 1926196 53
76 2.94945 23 50 0
77 
78 5.31963 903428 1760187 54
79 2.94827 13 28 0
08 202.8 28175409 54644693 63
80 3.11157 4 9 0
81 2.1335 1 3 0
82 4.44165 568502 1152677 52
83 5.798 615267 1258631 45
84 3.13055 1 3 0
85 2.90709 7 16 0
86 4.48495 464323 942289 47
87 4.79886 323728 661399 47
88 3.27346 225033 450430 48
89 3.38439 303752 609672 54
09 739.692 57501151 115777872 58
90 2.99684 1 3 0
91 2.41495 1 3 0
92 2.62516 15 33 0
93 4.12021 207456 424131 46
94 2.94694 0 0 0
95 1.9986 27 49 0
96 3.13852 165408 337146 42
97 2.97803 1 2 0
98 3.34235 5 9 0
99 3.19098 54569 109067 43
