01 0 0 19.8096 13945180 27486283
10 0 0 128.418 17903929 35533655
100 0 0 6.12609 4434840 8878624
11 0 0 4.60445 3503008 6829448
12 0 0 0.985661 32688 65710
13 0 0 1.6981 804637 1613030
14 0 0 37.5846 26101868 51197947
15 0 0 36.1326 25823644 49587468
16 0 0 1.79647 918043 1878125
17 0 0 223.397 89335967 170807504
18 0 0 1.96194 1254417 2440895
19 0 0 1.06522 155608 313685
02 0 0 5.56941 4415734 8742595
20 0 0 2.9064 1964565 3938622
21 0 0 7.37432 5785190 11374758
22 0 0 16.2152 13411677 26607080
23 0 0 2.27731 1392189 2776416
24 0 0 6.12857 4729749 9408186
25 0 0 7.76836 6246636 12367470
26 0 0 28.1786 20192842 39325546
27 0 0 13.9209 11311593 22753536
28 0 0 1.88407 919214 1776949
29 0 0 5.02022 3917812 7708020
03 0 0 61.4163 30007617 59303903
30 0 0 0.998937 220573 438683
31 0 0 1.08872 192998 375496
32 0 0 26.0214 17046627 33300669
33 0 0 21.6408 18522836 35951021
34 0 0 3.07179 2064199 4123514
35 0 0 5.56946 4628132 9014849
36 0 0 3.22845 2267794 4466396
37 0 0 25.4303 20952721 41155734
38 0 0 1.60467 825428 1590706
39 0 0 2.07913 1133957 2268805
04 0 0 6.64822 5269698 10369594
40 0 0 8.03772 6578663 13009587
41 0 0 7.30284 5749669 11545531
42 0 0 1.0052 48597 96376
43 0 0 8.64025 7338418 13865401
44 0 0 3.69187 2736589 5469570
45 0 0 1.4359 540110 1056891
46 0 0 2.25397 1418540 2852067
47 0 0 1.06997 179073 356998
48 0 0 0.944829 122642 246876
49 0 0 141.654 73115762 143385870
05 0 0 2.9588 2026758 3951800
50 0 0 6.18927 4573232 9231588
51 0 0 4.12838 3032008 5944709
52 0 0 15.1877 11732267 23327101
53 0 0 54.0839 38377059 74298325
54 0 0 8.88181 7267530 14407871
55 0 0 0.938345 157030 317213
56 0 0 551.537 46948985 93055141
57 0 0 1.29875 487346 964316
58 0 0 1.41672 526038 1051806
59 0 0 104.741 49893601 99188437
06 0 0 7.77421 977875 1954052
60 0 0 333.521 171583174 334480831
61 0 0 1.46885 509300 1027971
62 0 0 2.86502 1836404 3615505
63 0 0 27.3168 21878458 44245930
64 0 0 6.87059 5669191 11368944
65 0 0 1.75715 921225 1844111
66 0 0 144.938 71604671 139431378
67 0 0 10.5174 8437685 16976248
68 0 0 7.09674 5518245 11033576
69 0 0 5.82122 4567893 9050359
07 0 0 8.82848 7124415 14236552
70 0 0 10.4635 8201560 16393920
71 0 0 1.4557 556276 1120699
72 0 0 43.7474 34499232 68195930
73 0 0 0.963637 191028 382776
74 0 0 2.03492 1207472 2391754
75 0 0 4.68307 3481775 7090658
76 0 0 9.60776 7738548 15476780
77 0 0 3.02504 2188995 4276879
78 0 0 1.52774 623076 1216807
79 0 0 0.959997 74437 151771
08 0 0 3.55788 2644068 5311560
80 0 0 4.96431 3903044 7641762
81 0 0 1.64487 750048 1465155
82 0 0 904.888 186109654 368221981
83 0 0 2.84184 1904825 3849174
84 0 0 13.4257 11034466 21696909
85 0 0 1.05741 157125 318097
86 0 0 1.0781 198142 401429
87 0 0 6.06325 4698930 9354606
88 
89 0 0 4.70981 3579879 7103608
09 0 0 1.28606 307920 626002
90 0 0 1.73781 817854 1602574
91 0 0 21.2151 18157826 35441840
92 0 0 67.4821 45162027 89233739
93 0 0 1.41669 431814 871137
94 0 0 1.24703 288637 572390
95 0 0 1.57673 744048 1477041
96 0 0 2.25846 1266183 2540873
97 0 0 1.01429 192420 387871
98 0 0 12.7395 9589313 19295859
99 0 0 6.72369 5398558 10459528
