01 544 26 11.7836 9935355 19577590
10 1929 157 83.7527 17429990 34596722
100 864 12 4.05371 4320009 8648903
11 1179 31 3.00049 3176957 6208538
12 35 7 0.791481 33208 66841
13 132 10 1.24785 807854 1619854
14 1695 65 21.767 25939744 50899199
15 1785 163 21.6677 25844391 49631520
16 717 10 1.30599 776915 1590817
17 2965 139 107.193 88024192 168295414
18 394 11 1.52156 1185337 2310820
19 35 9 0.843557 157963 318733
02 382 37 3.77253 3136972 6205738
20 846 38 2.11559 1956349 3923915
21 430 41 4.71658 4287259 8429682
22 802 116 10.7965 13430740 26648520
23 648 11 1.91903 1818983 3656052
24 500 43 4.13457 4708183 9363978
25 360 9 4.27523 3586500 7099215
26 1561 75 15.5925 18217512 35487069
27 826 28 9.51919 11332214 22807273
28 137 10 1.38747 926667 1792827
29 438 78 3.28299 3930175 7731473
03 1234 183 29.9819 29756834 58829787
30 150 5 0.876933 148409 294743
31 245 9 0.86367 177500 345790
32 880 50 16.5315 12808587 25022923
33 1958 111 14.8113 18830379 36592999
34 189 22 2.28315 1545871 3090735
35 2207 76 12.4072 15787033 30902060
36 521 184 2.43819 2297737 4529961
37 1954 141 15.3568 19279888 37888573
38 394 9 1.32593 821213 1584064
39 166 57 1.23442 723039 1441979
04 1242 46 4.71428 5240281 10315858
40 802 78 5.58475 6547725 12955460
41 988 12 4.9041 5513752 11081871
42 313 7 0.758579 50270 99874
43 677 41 5.9624 7302621 13829842
44 501 147 2.68026 2581006 5160131
45 3118 31 0.959682 467129 918551
46 705 28 1.70734 1322916 2660531
47 773 20 0.858594 181548 362560
48 31 7 0.832922 120030 241449
49 4806 122 71.8336 54993743 107868048
05 187 7 2.13346 1498061 2921030
50 474 32 4.18749 4486475 9055830
51 587 32 2.69 2977092 5836854
52 587 157 9.13236 8080170 21383896
53 2853 105 32.9689 38479351 74499012
54 738 69 6.04239 7005883 13889208
55 39 9 3.88589 159341 321842
56 2675 82 46.6267 47013551 93195339
57 467 82 4.18505 394438 784747
58 683 76 1.10863 474656 948814
59 2485 89 54.8075 49765853 98932159
06 264 52 6.9626 752225 1504867
60 9863 301 1321.67 172097430 335546143
61 40 32 1.02219 275756 558647
62 917 24 7.7642 9364930 18519410
63 3045 109 17.4758 20918253 42310802
64 457 37 4.78852 5644461 11316230
65 144 10 1.38981 920579 1843484
66 5370 158 71.8987 71737311 139707775
67 1036 115 6.16184 5315943 10698935
68 875 287 4.19281 4703713 9410172
69 672 67 4.27174 4585399 9090794
07 1328 30 19.2052 22359242 44648830
70 818 102 7.11171 8191193 16377649
71 368 11 0.913236 528225 1064503
72 3439 113 29.3742 34694456 68600514
73 33 7 0.899736 190830 382393
74 495 11 1.56643 1158868 2296171
75 376 32 3.35988 2590032 5273903
76 77 2008 40 2.21447 1998823 3904030
78 205 12 1.14057 624447 1220016
79 325 7 0.792026 58869 120149
08 313 15 2.67159 2625836 5274738
80 443 188 3.28716 3766678 7365487
81 548 9 1.24128 718879 1406336
82 
83 2189 37 4.9992 5511765 11113591
84 2049 982 8.98503 10993668 21607339
85 180 9 0.834807 140582 285034
86 60 11 0.875215 97714 197887
87 88 
89 632 79 3.35734 3549866 7045122
09 489 7 0.856423 170881 346849
90 68 22 1.23131 543809 1064948
91 1914 95 14.1019 18107660 35351531
92 3215 220 39.06 45185795 89329490
93 113 19 1.08938 430932 869382
94 511 8 0.954755 284542 563613
95 79 11 1.25621 717827 1423363
96 308 14 1.67792 1214416 2436520
97 202 6 0.892288 137145 276823
98 1094 80 8.40019 9337863 18794825
99 510 13 4.71124 5400988 10463843
