10 65.2091 71.1632
11 26.7598 29.1075
12 38.9449 42.6583
13 23.3634 25.2807
14 32.1194 35.8596
15 15.278 16.7467
16 176.882 22.0655
17 18.6936 20.9501
18 10.2658 11.4615
19 14.9828 16.5084
20 16.4112 18.4716
21 12.7197 13.9151
22 12.9264 14.2366
23 4.46684 11.3141
24 8.27676 8.96054
25 3.61117 4.03945
26 9.60538 10.5887
27 8.08116 8.82973
28 8.82278 9.63646
29 7.43607 8.31227
30 3.20795 3.67924
31 8.38155 9.66875
32 6.79498 7.6657
33 1.90274 2.07299
34 5.25518 5.75471
35 5.05914 5.47089
36 6.00934 6.95789
37 5.35826 5.93938
38 4.27706 4.42103
40 5.12794 5.96112
41 4.11424 4.30422
42 4.34977 4.71378
43 4.89662 5.53869
44 3.05646 3.43893
45 4.92074 5.44776
46 3.71742 4.2879
47 3.84402 4.14515
48 3.33276 3.6475
49 4.05141 4.25302
50 3.76016 4.20771
51 2.51119 2.66954
52 3.06247 3.44699
53 22.5265 3.4052
54 2.94941 3.49158
55 2.65795 3.26104
56 2.21456 2.5214
57 1.36419 1.48117
58 1.81317 2.0127
59 2.18042 2.47878
60 0.892454 0.976559
61 0.713394 0.72461
62 1.87371 2.09165
63 2.00329 2.29481
64 1.70915 1.87435
65 1.78461 2.01103
66 9.16096 1.71049
67 1.35043 1.6446
68 1.50642 1.60744
69 1.21484 1.34344
71 1.28604 1.43655
72 1.29123 1.4384
73 7.54994 1.25377
74 1.17593 1.28933
76 1.10653 1.24956
77 1.16516 1.35589
78 1.07127 1.20058
79 1.28582 1.33728
80 6.14301 1.16075
81 0.970757 1.03834
82 1.02356 1.10869
83 1.02 1.11892
84 0.870212 0.958417
85 0.992379 1.05889
86 4.9048 0.743879
87 0.716146 0.869486
88 0.712135 0.765705
89 0.751407 0.866716
90 0.74719 0.813655
91 0.683946 0.740415
92 3.42177 0.748751
93 0.637974 0.742897
94 0.689356 0.771021
95 0.710743 0.775054
96 0.702855 0.731393
98 0.673804 0.722035
99 0.551287 0.705794
100 2.69782 0.695195
