01 28.5825 14028344 27654820
02 12.7549 4415279 8741704
03 397.82 30003145 59294670
04 6.73905 5253685 10333959
05 3.21835 2021382 3940652
06 2.23128 969356 1936584
07 9.76548 7170013 14329963
08 3.91131 2618503 5260197
09 1.6536 313211 637037
100 6.96165 4484857 8980706
10 28.4096 17805045 35331516
11 4.60021 3525006 6872913
12 1.39296 32334 64963
13 2.07568 831333 1666813
14 53.181 26088053 51168085
15 50.7105 25792756 49521886
16 2.20769 909219 1860754
17 379.206 89166546 170478542
18 2.44108 1267588 2467593
19 1.48333 154092 310571
20 3.14249 1995813 4003712
21 8.8608 5668025 11137922
22 17.9369 13338796 26456300
23 2.64824 1398857 2787694
24 6.20616 4691710 9331093
25 8.54768 6227205 12325500
26 36.2117 20161235 39256985
27 15.0114 11278428 22684598
28 2.14448 909442 1756205
29 5.89627 3917549 7704214
30 1.49955 215990 429408
31 1.51778 192534 374607
32 37.0799 17025056 33254801
33 24.903 18535767 35972170
34 3.60873 2063117 4121111
35 5.83052 4626661 9011746
36 3.58638 2309697 4549537
37 28.0294 20889986 41021525
38 2.06982 827864 1595630
39 2.27514 1118025 2235214
40 8.10052 6540243 12931117
41 7.58389 5727374 11500326
42 1.39903 48447 96070
43 9.31754 7332466 13852083
44 4.1854 2731989 5459630
45 2.46174 539196 1055002
46 2.63864 1430455 2876346
47 2.08471 179689 358107
48 1.43833 119535 240272
49 278.473 73083875 143317341
50 13.6177 4399444 8882333
51 4.41769 3031922 5942206
52 19.1586 11641228 23128728
53 74.4382 38607523 74740522
54 10.264 7221615 14308821
55 2.11216 152123 307268
56 172.139 46798812 92742975
57 2.27177 484048 957304
58 1.7637 506538 1011520
59 704.274 49797791 98986745
60 525.513 171198584 333698225
61 1.77149 508957 1027251
62 2.99015 1828847 3599741
63 31.603 21862510 44213416
64 6.91058 5622335 11271206
65 2.15671 920623 1842892
66 227.772 71601915 139422892
67 11.2854 8430894 16962036
68 7.43629 5471060 10934187
69 5.92782 4579005 9072231
70 11.0968 8179227 16347643
71 1.88816 557862 1124037
72 54.6036 34437004 68059782
73 1.51721 188717 378039
74 2.54637 1373939 2713488
75 4.92049 3440513 7004787
76 10.3071 7622602 15232667
77 3.40646 2184110 4266467
78 1.92572 619299 1208714
79 1.41631 68633 139914
80 5.14594 3951356 7737735
81 2.02853 744209 1453173
82 1444.74 191478229 379019558
83 3.1984 1900358 3839165
84 13.8379 10972804 21563275
85 1.52838 158355 320956
86 1.57302 195222 395134
87 6.54286 4681483 9317692
88 
89 5.18712 3559259 7061880
90 2.02994 820923 1608738
91 23.5409 18150875 35426873
92 100.685 45112197 89127166
93 1.7072 438960 885798
94 1.56241 276325 548410
95 1.96842 751475 1492139
96 2.42763 1263033 2534049
97 1.4594 191601 386136
98 14.9252 9499694 19111348
99 7.424 5342754 10345670
