-nan -nan -nan -nan
3.18627 2.68429 2.14703 4.38095
2.83528 2.53209 2.3014 4.09414
1.55055 1.29545 1.19584 2.06828
0.577849 0.481888 0.374181 0.518283
0.950569 0.833136 0.759435 0.635706
5.04154 4.21336 4.3938 8.35439
3.9135 3.33205 2.91931 4.61356
2.20166 1.76852 2.09369 2.42999
38.0702 34.3935 58.5769 37.6392
14.0419 12.2438 13.184 10.3946
0.430278 inf 0.441708 0.357581
0.423457 0.3852 0.690307 0.308664
3.47721 inf 3.73169 4.87055
1.53711 1.33962 1.56559 2.05641
2.44814 2.08517 3.5446 2.79208
0.300464 0.261758 0.492329 0.264225
38.1731 36.4329 34.2884 71.5542
8.10408 7.57841 8.32252 9.42234
4.62849 3.93729 6.49628 3.87416
0.889353 0.792402 0.935696 0.896043
0.950772 0.868192 0.989289 1.12062
93.4809 82.77 85.7306 67.7861
0.813683 0.59984 0.899295 1.00246
1.70665 1.43405 1.2169 1.90071
8.84462 7.66646 9.29246 7.61174
2.67847 2.21284 3.35541 2.61459
25.3339 22.3035 14.2135 18.3891
2.87511 2.24485 3.26711 3.10459
37.5064 31.1908 36.0025 25.4431
0.0609954 0.0496059 0.0464244 0.0517811
0.795048 0.765104 0.928957 inf
1.30217 1.11449 1.21009 1.18611
0.302861 0.243741 0.283317 0.236002
0.0795045 0.0720321 0.0821685 0.11468
0.381557 0.341882 0.276382 0.296639
5.99767 5.76282 5.57955 8.45743
0.0444358 0.0397829 0.0439616 0.0452241
4.75245 4.2924 2.87575 4.67146
7.23252 6.12464 9.87471 5.98129
1.04299 0.936853 0.93494 1.07436
0.00361773 0.00311432 0.00239177 0.00470928
0.0127854 inf inf inf
3.83611 3.39397 4.11065 3.87093
1.11222 inf 0.885539 0.943167
0.0868326 0.0751517 0.083469 0.0887874
0.319375 0.286535 0.281953 0.295676
1.56078 1.35005 2.11289 1.69021
0.0199945 0.0181221 0.0152305 inf
0.159974 0.14156 0.143988 0.131335
36.3689 31.8185 inf inf
0.231755 0.191757 0.205462 inf
0.271994 0.2508 0.257037 0.255388
0.13673 0.122496 0.12346 0.154385
1.65542 1.47454 1.87314 1.90218
0.0284542 inf 0.0196691 0.0315175
4.64557 4.31019 5.68951 5.18409
0.592867 0.524736 0.595873 inf
0.207454 0.174207 0.149852 0.174379
0.104751 0.0877956 0.105271 0.148906
0.390678 0.346497 inf 0.473494
25.5718 24.0671 27.2901 38.5575
1.23448 1.15988 1.06381 1.35969
8.63898 8.1497 6.38764 5.02131
0.130726 0.121446 0.117566 0.268889
0.773505 0.686454 1.06711 0.923596
0.267571 0.248218 0.38893 0.329219
0.0443951 0.0388425 0.0444538 0.0540751
2.75987 2.38852 2.93893 3.34406
1.6122 1.48041 2.15058 1.11652
0.0460852 0.0393203 0.0451628 0.0468604
0.0776578 0.0702019 0.0588135 0.0748355
6.90768 5.72158 4.36498 7.62462
0.240024 0.210232 0.239892 0.186686
0.010671 0.00956989 0.0069922 0.0133024
0.0036011 0.00316407 0.00269626 0.00366922
0.446077 0.359364 inf 0.671467
0.683078 0.722785 0.827925 0.6617
0.208138 0.17441 0.224881 0.159284
0.121256 0.10524 0.124288 0.117268
0.622247 0.58331 0.692295 0.873516
0.00732099 0.00567433 0.00748502 0.00495294
0.00928601 0.00771892 0.00870524 0.0155984
