01 0 0 12.6995 6835197 13474655 58
10 0 0 92.0055 13516306 26837635 60
100 0 0 4.22961 3355804 6720026 55
11 0 0 3.18271 1764351 5160362 58
12 0 0 0.617158 16518 33197 46
13 0 0 2.26575 2073248 4126461 49
14 0 0 23.2136 19647300 38546895 60
15 0 0 22.024 18700906 35906275 63
16 0 0 1.329 616528 1262541 43
17 0 0 110.566 43879038 83880598 67
18 0 0 1.70542 669493 1917546 56
19 0 0 0.891054 118547 316883 47
02 0 0 3.75333 3216233 8508843 56
20 0 0 2.08051 1457379 3892209 53
21 0 0 4.47808 2549079 7551362 55
22 0 0 11.5325 10090165 20021987 60
23 0 0 1.72788 706430 2101067 50
24 0 0 4.1946 2294788 6815363 55
25 0 0 4.78121 2668285 5281077 53
26 0 0 12.8709 7358611 21543464 59
27 0 0 9.13695 7812572 15722953 54
28 0 0 1.29676 708838 1373068 53
29 0 0 3.69983 1966326 3867561 55
03 0 0 31.4171 30103719 59501962 60
30 0 0 0.84009 138572 367417 48
31 0 0 0.813623 93565 182782 51
32 0 0 17.1627 8591712 16789413 60
33 0 0 14.9809 13442986 26093313 61
34 0 0 2.18001 1457540 2914152 53
35 0 0 4.28138 4672899 9111265 56
36 0 0 2.49287 1741175 4571813 53
37 0 0 16.5015 14639323 28754362 59
38 0 0 1.27182 600774 1158907 54
39 0 0 1.38981 534835 1603366 50
04 0 0 4.77011 3968525 10449345 57
40 0 0 5.57286 6470097 12797137 55
41 0 0 4.87329 4130363 8295078 55
42 0 0 0.7735 21713 65153 43
43 0 0 6.35101 5528122 10454601 65
44 0 0 2.72629 1947642 5192397 51
45 0 0 1.03073 293769 575665 52
46 0 0 1.61616 964995 2595092 50
47 0 0 0.873207 132350 263923 48
48 0 0 0.771766 61522 123670 50
49 0 0 74.6942 36634610 71848990 60
05 0 0 2.23203 1513327 3955792 57
50 0 0 4.02586 3056849 6170497 54
51 0 0 3.00395 2261192 4435060 57
52 0 0 22.86 19224303 50981781 59
53 0 0 34.0661 19248843 37263527 65
54 0 0 29.2523 3072775 9133496 57
55 0 0 0.798001 116944 234827 42
56 0 0 40.0148 30299023 60040809 56
57 0 0 1.04652 363361 948529 51
58 0 0 0.944091 223163 445230 52
59 0 0 56.8457 37755420 99820393 58
06 0 0 5.80371 655153 1310038 53
60 0 0 190.847 128758948 251013010 67
61 0 0 1.04145 198637 401471 46
62 0 0 2.15689 923685 2746999 58
63 0 0 107.911 5377120 21583038 57
64 0 0 14.9 12955384 34730089 54
65 0 0 1.37264 628451 1259093 48
66 0 0 75.9702 53983801 105171635 62
67 0 0 7.53167 6380832 12844758 51
68 0 0 5.03754 4094909 8188089 52
69 0 0 4.27992 2315268 4589686 54
07 0 0 6.10526 5229331 13938577 53
70 0 0 6.81591 5694071 11395812 53
71 0 0 1.0887 299567 605245 45
72 0 0 30.2518 25838609 51113573 57
73 0 0 0.892747 141385 283619 50
74 0 0 1.52609 880734 2337895 57
75 0 0 3.43857 2624863 5346783 49
76 77 0 0 2.17994 1023311 2001345 55
78 0 0 1.07968 470307 918946 54
79 0 0 0.792271 49923 135336 43
08 0 0 2.44543 1142635 3432350 51
80 0 0 3.66223 2937405 7631579 58
81 0 0 1.16448 316143 617178 54
82 
83 0 0 2.21316 1408420 3802499 50
84 0 0 8.92906 8092984 21175396 56
85 0 0 0.99728 324910 871508 47
86 0 0 0.728815 84340 254724 46
87 0 0 4.37295 3520626 7009360 53
88 
89 0 0 3.57343 2726833 5413675 55
09 0 0 1.0108 236278 643007 47
90 0 0 1.10057 546638 1447143 51
91 0 0 14.3437 8757334 25622905 58
92 0 0 40.803 33925698 67125443 58
93 0 0 4.22254 137528 410258 47
94 0 0 0.947028 142070 281737 54
95 0 0 1.22168 362263 1085664 51
96 0 0 8.95637 620858 1247121 50
97 0 0 0.831006 148005 400732 45
98 0 0 8.77842 7150704 19207825 55
99 0 0 28.114 3871464 9958764 58
