46798812 46798812 52360420 61571763 73975782
30003145 30003145 32186247 40024377 42718263
45112197 45112197 53981900 57093130 74041382
26088053 26088053 29251820 31774538 47320880
34437004 34437004 39200608 46257585 67010320
17025056 17025056 19591516 20222223 22726031
20161235 20161235 22737858 25570734 36689129
21862510 21862510 24887286 27259317 39592684
14028344 14028344 16701324 17643765 20808572
17805045 17805045 19822108 22262192 32675184
20889986 20889986 24812165 26421955 37061080
18535767 18535767 20730905 22567482 26392958
18150875 18150875 19702915 24738794 30599606
11641228 11641228 12595498 15029320 18215487
4399444 4399444 5990173 5947098 7242583
13338796 13338796 14189049 15522596 22047412
9499694 9499694 11862304 12853409 16955212
11278428 11278428 14069552 15611107 19424868
10972804 10972804 12872587 13450340 17582448
71601915 71601915 82755623 93200093 115308277
3525006 3525006 4204289 4656845 6806099
8179227 8179227 10114224 11306737 13441893
2618503 2618503 3110635 3246396 3279491
7221615 7221615 7869284 8796009 12069409
7170013 7170013 7909024 8817250 13697945
7332466 7332466 7632526 8719391 11903076
5668025 5668025 6445966 7443655 8869691
6227205 6227205 7332921 8355986 11359191
6540243 6540243 7429766 7997116 12123848
5342754 5342754 5807669 6206889 8661739
5727374 5727374 6342899 7047410 8921586
5471060 5471060 6820608 7355416 10875975
4484857 4484857 4904770 5072963 6341914
5622335 5622335 6636101 7712858 11037447
4691710 4691710 5461269 5613422 7606622
89166546 89166546 111597085 100181044 134011970
4626661 4626661 5281807 5711254 8608813
4415279 4415279 4218413 3779670 4819631
3559259 3559259 4049960 4346140 6361153
3951356 3951356 4983079 5910614 6652304
3440513 3440513 4051723 4808830 6321225
3031922 3031922 3454142 3987583 5699132
2731989 2731989 2972871 3480723 4211602
920623 920623 997265 1273657 1897338
2063117 2063117 2316491 2405292 3184851
2309697 2309697 2772576 3085287 4340795
539196 539196 609403 618028 889401
179689 179689 205834 241824 357127
2184110 2184110 2532337 2896130 3555128
1995813 1995813 2175314 2248742 2967174
1900358 1900358 2135961 2565652 3301294
1828847 1828847 2086554 2342101 2472602
1430455 1430455 1630564 1694999 2131561
1398857 1398857 1500293 1767626 2419742
1373939 1373939 1662471 1700094 1937812
73083875 73083875 88729595 112217265 111366345
1263033 1263033 1517308 1575109 2013285
1267588 1267588 1334131 1442989 1994302
1118025 1118025 1246336 1360192 1884000
909219 909219 858033 934467 1510173
969356 969356 1155455 1231098 1534849
909442 909442 957534 1192685 1618680
820923 820923 958447 1022314 1433319
827864 827864 930835 1065641 1404318
831333 831333 1020924 992094 1623691
25792756 25792756 28426169 30605052 34615856
751475 751475 771593 921589 1353780
619299 619299 723672 855291 1083630
506538 506538 598673 701220 1155660
557862 557862 649679 741979 1192110
508957 508957 569534 564704 766040
484048 484048 584687 682217 944656
438960 438960 445104 576594 598981
215990 215990 236890 274669 400421
276325 276325 318449 321475 427657
49797791 49797791 57915138 68650046 83561359
191601 191601 218981 224165 355659
188717 188717 187337 234004 244784
158355 158355 167355 179137 275912
195222 195222 207942 232844 274828
192534 192534 231368 250438 307595
152123 152123 175345 201491 252303
119535 119535 132924 159423 237668
68633 68633 85825 85005 111474
