01 
10 79.151 59178018 119763238 56
100 0.753043 38436 77966 46
11 
12 49.3919 54958752 110908249 58
13 25.643 30323272 60572320 60
14 37.0411 42141718 85182126 57
15 24.8099 19653022 38912682 60
16 22.2853 24091904 47831071 59
17 21.8814 26180411 53968933 57
18 15.1186 16544481 33191167 58
19 17.2257 20698370 41760387 60
02 
20 19.5746 24616844 49182095 59
21 16.277 21203697 41809343 61
22 17.68 21584302 43004046 58
23 4.94348 6072164 12180967 57
24 11.6938 14058378 28564590 57
25 4.8694 5786794 11846957 54
26 10.9919 15129498 30451507 60
27 10.0604 11562149 23685734 55
28 11.2219 13731057 28162907 54
29 9.67118 12791984 25631861 56
03 732.943 89314859 177741010 62
30 3.33951 4165252 8261854 58
31 9.11785 10996075 22652235 51
32 8.22802 10006360 20392520 53
33 2.68455 3178521 6512439 51
34 6.48933 8233762 16599626 57
35 
36 6.53143 8307221 16865433 53
37 6.3496 8210622 15776506 65
38 5.44188 6711677 13442725 55
39 6.2621 7550310 15234095 53
04 
40 5.91974 7547053 15118912 55
41 4.69441 6039665 11830684 58
42 5.23588 6537523 13330626 55
43 5.37204 6649173 13559230 52
44 4.24081 4944450 10017451 55
45 5.30292 6805503 13902727 52
46 4.54907 5516141 11177541 53
47 4.46469 5417516 10932968 55
48 4.13908 4746763 9541829 55
49 4.44604 5473003 11095508 54
05 150.172 101277203 197666316 67
50 4.03577 5241728 10348937 56
51 3.06979 3838862 7721499 56
52 
53 4.17973 5064444 10096972 58
54 3.66997 4202993 8728199 49
55 3.07252 3530526 7014720 57
56 2.8368 3210242 6544513 51
57 
58 2.28782 2320961 4690778 53
59 2.5958 2727932 5487061 53
06 38.7089 44344818 87531368 65
60 1.01009 588899 1167118 52
61 0.87908 208967 423265 48
62 2.3861 2538775 5037085 55
63 2.17346 2262976 4464994 57
64 2.09545 2204051 4467912 53
65 2.25447 2250425 4627742 50
66 1.91538 2071518 4148336 58
67 1.69511 1653225 3373601 50
68 1.72949 1607042 3246995 50
69 1.57583 1527852 3067175 57
07 128.77 101782994 203767561 60
70 1.58932 1441904 2925968 50
71 1.49117 1422461 2806851 56
72 1.42451 1278232 2592694 50
73 1.37293 968454 2012626 43
74 1.38817 1106801 2241688 53
75 1.37156 1044774 2046824 53
76 1.31775 931717 1851594 51
77 
78 1.26767 938812 1841097 54
79 1.34858 1019971 2085227 47
08 28.0704 29290493 57190187 63
80 1.12291 802551 1618053 51
81 1.12845 700241 1391593 54
82 1.06958 585630 1200649 52
83 1.03746 639624 1315493 45
84 1.0114 557537 1137929 46
85 0.906061 561292 1130148 51
86 1.04739 554913 1136861 47
87 0.931952 343529 708655 47
88 0.813105 240845 484535 48
89 0.91601 292762 589367 54
09 89.4835 65645700 133577900 58
90 0.792069 206185 421163 45
91 0.850955 226097 461017 50
92 0.826675 170307 349682 45
93 0.798917 218828 449698 46
94 0.837741 216731 428621 51
95 0.820135 178116 362351 47
96 0.836865 181873 372111 42
97 0.806084 135038 274175 50
98 0.802886 88674 181670 43
99 0.678275 56473 113702 43
