01 731 119 12.2369 13964494 27524169
10 1900 70 15.0068 18050618 35829249
11 510 126 16.5745 3469042 6777698
12 32 6 0.787383 32744 65846
13 426 101 11.2444 2102731 4185355
14 1739 165 22.4352 26260880 51528138
15 1874 209 139.051 25744419 49493263
16 851 18 1.2831 707343 1448149
17 2777 221 110.613 89182666 170520363
18 269 7 1.62703 920527 1793431
19 717 21 2.34086 1717309 3464587
02 330 21 3.81625 3109004 6156873
20 218 21 2.22826 1501050 3009507
21 449 75 4.99222 5726340 11257032
22 802 207 61.2751 13407292 26600628
23 183 10 1.49277 1382222 2756624
24 487 39 4.15718 4668360 9287008
25 821 31 3.22647 3716796 7358138
26 1463 118 17.6056 20158568 39263946
27 1083 58 9.40063 10990189 22113460
28 139 11 1.39547 908025 1754156
29 03 3243 139 26.1254 27060633 53447528
30 104 28 0.924237 161678 321118
31 559 7 0.8731 135476 264006
32 2646 141 95.1686 15886053 31033999
33 1956 220 13.9958 17558353 34095408
34 240 36 2.18333 2079624 4155731
35 575 190 4.14883 4701620 9169454
36 741 67 2.39336 2211193 4357948
37 2007 267 16.7046 20868775 41024747
38 154 18 1.26269 830548 1602462
39 492 20 1.51688 861705 1723594
04 1586 29 4.59457 5298730 10436046
40 361 57 5.39152 4654139 9205593
41 1321 131 4.33342 4758588 9565911
42 89 6 0.783632 49579 98459
43 828 63 6.05942 5561489 10522084
44 238 11 2.74452 2734658 5465774
45 567 13 1.06263 538328 1055608
46 1486 17 1.64535 1317240 2651179
47 25 5 0.88169 130052 258984
48 753 15 3.76781 126402 254573
49 5039 91 72.2307 73184881 143531607
05 260 11 2.12787 1523979 3965868
50 477 93 21.6707 4211678 8506068
51 744 142 16.0117 3059136 6011675
52 3916 179 44.0721 9176378 18253751
53 2869 59 32.4825 38501200 74531687
54 722 127 31.4047 7270173 14414138
55 1117 17 0.898602 190996 385612
56 2680 157 46.1314 46416542 91997654
57 634 28 5.3438 491152 973034
58 277 33 5.57734 532040 1063384
59 2599 154 338.36 46462578 92393500
06 1024 114 1.23675 800017 1600380
60 8203 226 171.377 163171398 318021874
61 152 8 0.99512 469223 948844
62 2123 43 7.26141 8383069 16592823
63 1818 119 18.4859 21966599 44425183
64 1264 51 4.26044 4718857 9457696
65 154 11 1.29758 874402 1750207
66 4288 74 72.5768 71371581 139004420
67 1592 135 5.02624 4251357 8567662
68 727 14 4.36434 3642165 7286579
69 738 32 3.86514 4201149 8331621
07 70 1152 58 6.37962 7374874 14770707
71 194 18 1.16245 567588 1144037
72 3729 185 172.642 34466746 68129274
73 388 8 0.820576 185566 371804
74 125 8 1.48363 880325 1743246
75 1631 38 3.00573 2254623 6120367
76 852 72 6.45499 7584488 15164559
77 324 15 2.14615 2213658 3241905
78 71 8 1.15589 603882 1180983
79 432 7 0.826824 65257 133155
08 866 24 2.44631 1686451 3387570
80 913 108 3.51165 3728650 7301286
81 355 37 1.27996 739295 1446061
82 
83 614 54 2.14427 1803733 3643944
84 852 97 9.33516 8377329 16489512
85 30 6 0.868259 124132 251719
86 31 6 0.831419 146936 297361
87 
88 
89 800 154 17.0394 3593509 7131740
09 49 9 3.64855 305237 620646
100 3933 785 3.70392 5937664 11844809
90 280 9 0.933264 741217 1457497
91 4400 803 6.58289 14154849 27652764
92 5639 172 12.2254 28823883 56885403
93 1444 11 0.858703 510831 1032976
94 210 8 0.744372 238134 540090
95 86 34 4.42932 636632 1266791
96 357 10 1.01993 894199 1797668
97 43 8 0.681167 166283 335208
98 3076 184 3.99369 7436993 14970129
99 2430 51 2.52569 3402890 6595941
