3 0.546056 0
1 0.546353 0
2 0.548684 0
2 0.548731 44
2 0.548748 46
0 0.548736 0
1 0.548732 42
0 0.548780 44
1 0.548800 46
0 0.548809 48
1 0.548824 48
1 0.548849 50
1 0.548861 48
0 0.548839 46
2 0.548840 48
1 0.548879 50
0 0.548890 48
2 0.548908 46
1 0.548914 52
0 0.548929 50
2 0.548946 48
1 0.548955 46
0 0.548965 46
0 0.549000 48
1 0.548990 48
2 0.548985 50
0 0.549016 50
0 0.549046 52
2 0.549041 46
1 0.549022 46
0 0.549060 48
2 0.549076 48
0 0.549096 50
1 0.549102 48
1 0.549140 50
0 0.549133 48
2 0.549113 50
1 0.549149 48
0 0.549163 50
1 0.549187 50
1 0.549206 48
0 0.549196 52
1 0.549227 50
1 0.549237 48
0 0.549230 48
2 0.549189 48
1 0.549278 50
0 0.549288 50
2 0.549278 50
0 0.549315 52
1 0.549291 52
2 0.549320 48
0 0.549326 50
1 0.549342 50
0 0.549365 52
1 0.549374 52
0 0.549408 50
0 0.549423 52
1 0.549433 50
2 0.549435 50
1 0.549446 52
0 0.549447 50
0 0.549482 52
0 0.549489 50
2 0.549463 52
1 0.549474 50
2 0.549524 50
1 0.549532 52
0 0.549553 52
0 0.549564 50
0 0.549574 52
1 0.549566 50
1 0.549592 52
1 0.549599 50
2 0.549565 52
0 0.549583 50
2 0.549626 50
3 0.549750 42
0 0.549765 52
1 0.549834 52
0 0.549856 54
0 0.549872 52
1 0.549863 44
1 0.549892 46
1 0.549900 48
1 0.549909 50
0 0.549881 44
0 0.549927 52
1 0.549939 52
1 0.549949 46
1 0.549956 48
2 0.549860 52
1 0.549981 52
2 0.549991 44
0 0.549939 46
1 0.549993 54
2 0.550010 46
0 0.550018 48
1 0.550029 44
1 0.550063 46
1 0.550070 44
2 0.550045 48
0 0.550054 44
1 0.550081 46
1 0.550115 48
0 0.550109 46
0 0.550133 48
0 0.550141 46
2 0.550097 44
1 0.550125 46
0 0.550152 48
0 0.550186 50
0 0.550193 46
0 0.550203 48
1 0.550177 48
2 0.550173 46
0 0.550212 50
1 0.550222 46
2 0.550239 48
0 0.550247 52
1 0.550269 48
1 0.550293 50
1 0.550300 46
1 0.550309 48
0 0.550285 46
2 0.550275 46
1 0.550322 50
0 0.550333 48
1 0.550354 52
2 0.550366 48
0 0.550367 50
1 0.550385 48
1 0.550413 50
2 0.550392 50
0 0.550415 48
2 0.550445 48
1 0.550425 48
0 0.550448 50
1 0.550469 50
0 0.550480 48
1 0.550495 48
2 0.550497 50
0 0.550501 50
1 0.550530 50
1 0.550549 48
0 0.550542 48
0 0.550569 50
0 0.550581 48
1 0.550576 50
2 0.550530 48
1 0.550603 52
2 0.550678 50
2 0.550694 52
0 0.550720 50
2 0.550731 50
1 0.550721 50
0 0.550737 52
1 0.550758 52
0 0.550768 50
0 0.550789 52
1 0.550783 50
1 0.550807 52
0 0.550799 50
0 0.550825 52
0 0.550831 50
2 0.550782 52
1 0.550816 50
0 0.550859 52
1 0.550881 52
1 0.550892 50
2 0.550860 50
0 0.550881 50
0 0.550931 52
0 0.550940 50
3 0.551013 46
1 0.551103 52
1 0.551118 44
0 0.551128 52
0 0.551139 46
2 0.551121 52
1 0.551129 46
0 0.551179 52
0 0.551190 46
0 0.551198 48
2 0.551170 54
1 0.551181 52
0 0.551227 52
0 0.551247 48
1 0.551237 46
1 0.551265 48
0 0.551255 50
0 0.551284 52
1 0.551275 50
1 0.551302 52
1 0.551310 50
2 0.551228 48
0 0.551294 50
2 0.551338 52
1 0.551362 52
1 0.551374 48
1 0.551384 50
2 0.551364 46
0 0.551409 52
2 0.551413 48
1 0.551413 52
0 0.551423 50
0 0.551457 52
0 0.551464 46
0 0.551473 48
1 0.551447 46
1 0.551491 50
1 0.551497 48
2 0.551440 50
0 0.551481 50
0 0.551531 52
0 0.551540 50
1 0.551509 50
2 0.551523 52
0 0.551575 52
1 0.551586 52
1 0.551596 46
1 0.551605 48
0 0.551589 46
1 0.551625 52
0 0.551626 48
2 0.551579 46
1 0.551636 50
1 0.551670 52
1 0.551679 50
0 0.551648 50
0 0.551699 52
1 0.551709 52
1 0.551718 50
2 0.551662 50
1 0.551744 52
1 0.551754 48
2 0.551747 48
0 0.551709 50
1 0.551769 52
1 0.551799 54
1 0.551805 50
1 0.551815 52
0 0.551790 52
1 0.551833 54
1 0.551843 52
0 0.551835 50
1 0.551863 54
2 0.551784 50
1 0.551879 52
2 0.551901 52
1 0.551901 54
2 0.551918 50
1 0.551966 52
0 0.551970 52
1 0.551981 54
0 0.551991 54
0 0.552026 52
0 0.552036 54
1 0.552041 52
1 0.552058 54
0 0.552063 52
0 0.552081 54
1 0.552091 52
1 0.552101 54
0 0.552109 52
0 0.552123 54
2 0.552143 52
0 0.552152 52
1 0.552155 52
2 0.552161 54
1 0.552195 54
2 0.552203 52
1 0.552209 52
2 0.552224 54
2 0.552251 52
2 0.552392 54
1 0.552393 54
2 0.552411 44
1 0.552427 44
0 0.552446 54
0 0.552460 46
1 0.552454 46
1 0.552480 48
1 0.552487 46
2 0.552451 46
0 0.552473 48
1 0.552501 48
2 0.552515 48
0 0.552522 50
1 0.552537 50
1 0.552567 52
0 0.552558 48
0 0.552585 46
1 0.552576 46
1 0.552604 48
1 0.552611 46
2 0.552550 46
0 0.552595 48
0 0.552645 50
0 0.552654 48
1 0.552622 48
1 0.552673 50
1 0.552680 48
2 0.552639 48
0 0.552666 50
1 0.552693 50
1 0.552724 52
1 0.552731 48
1 0.552740 50
0 0.552715 52
2 0.552707 46
1 0.552756 52
0 0.552760 48
1 0.552786 54
0 0.552795 50
2 0.552799 48
0 0.552829 48
0 0.552841 50
0 0.552851 48
1 0.552834 48
1 0.552871 50
1 0.552882 48
0 0.552875 50
0 0.552901 52
2 0.552834 50
0 0.552922 50
2 0.552938 48
1 0.552935 50
0 0.552940 52
1 0.552962 48
0 0.552980 48
1 0.552986 50
0 0.553009 50
0 0.553018 48
2 0.553009 50
1 0.553009 48
1 0.553053 50
1 0.553061 48
0 0.553032 50
0 0.553080 52
0 0.553091 48
2 0.553045 48
0 0.553114 50
1 0.553112 50
0 0.553145 52
1 0.553157 52
0 0.553177 50
0 0.553188 52
1 0.553196 50
1 0.553207 52
0 0.553207 50
2 0.553181 50
1 0.553219 50
2 0.553256 52
0 0.553278 52
0 0.553290 50
1 0.553290 52
1 0.553313 50
0 0.553313 52
1 0.553336 52
1 0.553345 50
2 0.553278 50
0 0.553336 50
2 0.553373 52
0 0.553398 52
0 0.553408 50
2 0.553400 50
1 0.553399 52
0 0.553443 52
1 0.553448 50
2 0.553449 52
2 0.553480 50
0 0.553454 54
0 0.553532 52
0 0.553542 54
0 0.553571 52
0 0.553580 54
0 0.553603 52
0 0.553613 54
0 0.553632 52
0 0.553642 54
0 0.553656 52
0 0.553665 54
0 0.553701 52
0 0.553712 54
0 0.553739 52
0 0.553749 54
0 0.553769 52
0 0.553778 54
0 0.553809 52
0 0.553823 54
1 0.553816 52
1 0.553842 44
0 0.553832 52
0 0.553862 54
1 0.553857 52
1 0.553881 54
1 0.553889 52
2 0.553815 52
0 0.553873 52
1 0.553921 54
1 0.553940 48
2 0.553921 46
1 0.553965 54
2 0.553974 48
0 0.553990 54
1 0.553976 48
1 0.554011 54
1 0.554019 50
2 0.553994 50
0 0.554001 50
1 0.554030 52
2 0.554044 52
0 0.554053 54
2 0.554080 50
1 0.554081 54
0 0.554093 52
