10 73188320 74196471
11 42079560 42295091
12 72926786 73414662
13 45488218 45914324
14 64338118 65522973
15 22470272 22506009
16 36188130 36181239
17 38029201 38581793
18 20457253 20852771
19 31350545 31618520
20 35724382 36755026
21 26273444 26342765
22 29420973 29805547
23 9550694 21707966
24 17278032 17260821
25 7199059 7338482
26 21487684 21439869
27 16889689 16833766
28 19249278 19430790
29 16727918 16913060
30 6723691 7019252
31 18469629 19377361
32 13124054 13063919
33 3280467 3284074
34 11471226 11401966
35 10873145 10719460
36 12942092 13375282
37 11604907 11735207
38 8753982 8377310
40 11293200 11911029
41 8717126 8433572
42 8582558 8487042
43 10600928 10833626
44 6003937 6162397
45 10659148 10917608
46 7626894 7893224
47 7481815 7300090
48 6714500 6622719
49 8429019 8177325
50 8136516 8183396
51 4797968 4823195
52 5982744 6176919
53 6351268 6437307
54 6159278 6399523
55 5263544 5580120
56 4183863 4146619
57 1870373 1868893
58 2939542 2909170
59 3988622 4195667
60 865366 893465
61 341334 295918
62 3360480 3392358
63 3652381 3826627
64 2775681 2812892
65 3051832 3117650
66 2453044 2430783
67 2068567 2095381
68 2345469 2316585
69 1712376 1803753
71 1986961 1925766
72 1806283 1883333
73 1419054 1498693
74 1468957 1469738
76 1303617 1369229
77 1446132 1609502
78 1276437 1282840
79 1710480 1563886
80 1314480 1358539
81 1097732 1074421
82 1090600 1102878
83 1102343 1256934
84 801544 765124
85 850791 899675
86 576170 411120
87 595313 563465
88 388728 378885
89 508480 464811
90 356495 343607
91 240202 245703
92 230219 238875
93 343502 285222
94 354310 310747
95 256213 254933
96 237873 253615
98 152824 146880
99 133003 93775
100 54392 71820
