10 841373.701999 529769.335636
11 176207.672564 154815.690152
12 322561.069963 329007.902828
13 183361.743405 224996.066052
14 277115.066215 363140.046575
15 254513.020671 198212.125174
16 159516.944770 98019.611656
17 149972.059810 189550.361456
18 115043.063716 113428.127633
19 149172.618106 172317.688583
20 185829.792366 164610.181665
21 139389.386466 128537.345197
22 199434.515986 178387.030987
23 63972.150696 1032561.217322
24 137401.166561 124351.765603
25 25987.651086 34841.465586
26 55359.164919 69638.912746
27 127511.616119 107903.998695
28 118544.053505 100990.022549
29 94145.280978 91853.825100
30 43283.076557 52832.276035
31 130777.014381 169634.370067
32 78859.058219 56875.470144
33 20475.610363 20883.580175
34 99942.964967 86177.990383
35 45651.729957 42596.702798
36 70186.871646 83986.487670
37 78751.010952 83914.249617
38 59092.087801 67306.459235
40 61316.484880 84433.522897
41 77897.830823 65856.748931
42 71103.960355 54976.559757
43 89605.634191 80585.644244
44 9578.183967 15383.978037
45 71424.534893 83159.979807
46 44872.341940 51567.524075
47 66142.725243 51628.548161
48 62087.670588 54308.478681
49 57435.404236 47546.855132
50 56496.982855 65276.451173
51 27815.612711 20394.460884
52 33660.306011 40105.369841
53 56010.352251 62619.779800
54 36902.496388 40251.529098
55 41629.750951 62672.919074
56 31488.581281 27583.339292
57 21186.601225 22074.291291
58 16026.557691 26397.898087
59 27275.797247 29846.367706
60 8159.417132 7783.992845
61 4642.589411 3138.766706
62 17630.519292 16950.741619
63 27522.716290 29801.938146
64 13335.079025 13501.895534
65 26715.571882 26810.270074
66 25947.463330 23161.883788
67 17667.033901 14979.889827
68 18635.067701 18451.046430
69 10461.253916 10662.211666
71 16203.550232 14979.349024
72 9850.747344 9732.833168
73 11319.818514 14126.108558
74 10632.761376 10187.296989
76 6212.772397 9323.800686
77 8833.497976 16541.407866
78 9666.457429 10629.583082
79 18760.028092 16049.241000
80 11499.879315 9384.351508
81 12563.483255 10869.807334
82 5622.723473 8514.990454
83 7106.711818 13471.206709
84 5973.717017 5091.376533
85 8757.710894 5552.269062
86 6848.698868 6178.062075
87 6105.400917 3063.137421
88 4370.359139 3872.646541
89 5058.146029 1967.101989
90 4684.560877 4609.644033
91 1708.591507 1503.925483
92 1956.599725 2353.855026
93 6774.610538 3876.523176
94 2778.802923 3091.690433
95 2348.081288 2049.496215
96 1673.588468 2683.379652
98 4043.353126 3002.104429
99 2647.912052 1206.939253
100 817.687135 1830.070832
