01 
10 0 0 2.87469 1859981 3773217 51
100 0 0 3.86299 2506110 10291107 55
11 0 0 0.982504 503393 1046744 47
12 0 0 16.1203 16804816 32693494 60
13 0 0 3.62274 3724843 7393591 58
14 0 0 0.719722 20992 67749 46
15 0 0 1.12041 485722 1456244 47
16 0 0 27.8493 17788008 53284833 60
17 0 0 24.0168 23713459 47549159 63
18 0 0 1.41461 687353 1341510 43
19 0 0 123.354 48018767 92946740 67
02 
20 0 0 1.62487 1220980 2551975 56
21 0 0 0.654492 122226 351032 47
22 0 0 2.57126 2480925 6541043 53
23 0 0 4.66062 4917626 9601348 55
24 0 0 14.5719 9894542 20947530 60
25 0 0 1.76747 1348555 2851135 50
26 0 0 4.20525 3104566 6097011 55
27 0 0 5.77996 6205620 12556025 53
28 0 0 23.5723 19138288 37221649 59
29 0 0 10.8307 11817469 32666409 54
03 0 0 14.882 13564571 37234017 58
30 0 0 1.4508 641756 1982844 53
31 0 0 3.49035 3561148 6945711 55
32 0 0 0.792687 191952 511732 48
33 0 0 0.782909 186416 371281 51
34 0 0 20.2609 15721447 42423030 60
35 0 0 15.0399 16332453 33543285 61
36 0 0 2.35992 2111510 4338951 53
37 0 0 4.05062 4499806 8871756 56
38 0 0 2.36017 2227931 4699045 53
39 0 0 22.2555 24006865 47751518 59
04 0 0 3.00498 3201494 6274614 56
40 0 0 1.23122 913929 2392362 54
41 0 0 1.50058 1143677 3073350 50
42 0 0 6.50237 9710836 19634496 55
43 0 0 5.10873 5124051 10834050 55
44 0 0 0.740897 44554 124287 43
45 0 0 7.14956 7947355 15751107 65
46 0 0 2.80992 2719193 5553378 51
47 0 0 1.02284 449253 853436 52
48 0 0 1.68467 995419 3073804 50
49 0 0 0.824407 152267 310889 48
05 0 0 39.5194 18374786 56269508 60
50 0 0 0.775104 75218 233010 50
51 0 0 124.588 84751485 230054560 60
52 0 0 3.69614 3548930 7194002 54
53 0 0 2.95427 2992420 5948868 57
54 0 0 10.3133 7438706 14158154 57
55 0 0 38.6298 37331142 72778927 65
56 0 0 7.39573 7832967 16645561 57
57 0 0 0.753624 185860 385046 42
58 0 0 69.6957 32559036 65952002 56
59 0 0 0.974545 297874 559310 51
06 0 0 4.81559 5258307 10446046 57
60 0 0 1.0004 551503 1120118 52
61 0 0 79.069 31522122 64701042 58
62 
63 0 0 1.01279 589840 1260434 46
64 0 0 1.92359 1668400 3389269 58
65 0 0 19.7369 13570843 42432742 57
66 0 0 5.3437 5855773 16245106 52
67 0 0 1.35789 648881 1312922 48
68 0 0 96.5019 21454957 42006396 62
69 0 0 8.14372 11931054 24544249 51
07 0 0 2.46194 2466329 4968495 57
70 0 0 4.89375 3578407 10682915 52
71 0 0 3.85607 2718949 5738118 54
72 0 0 7.68639 8428035 17515635 53
73 0 0 1.12003 560626 1128597 45
74 0 0 38.1496 37260796 76000357 57
75 0 0 0.780743 191569 525111 50
76 0 0 1.52863 1071454 2184429 57
77 0 0 3.14319 2020963 4329559 49
78 0 0 6.51612 7150100 14492127 58
79 0 0 2.20858 1317644 2621613 55
08 0 0 1.34107 998664 1999702 53
80 0 0 1.10725 515434 1026547 54
81 0 0 0.749977 68606 140564 43
82 0 0 3.05133 3114075 8285715 58
83 0 0 1.2258 656962 1318973 54
84 0 0 1.93183 1792606 3750657 50
85 0 0 10.4312 7835590 16587989 56
86 0 0 0.815473 169145 351403 45
87 0 0 0.789189 180761 370737 46
88 
89 0 0 3.84129 3730042 7839043 55
09 0 0 6.89043 7581234 15619344 53
90 0 0 1.37362 667505 1996537 51
91 0 0 20.495 22234297 45087052 58
92 0 0 47.5236 44113543 87672817 58
93 0 0 0.784019 327348 906396 47
94 0 0 0.826511 306265 821181 54
95 0 0 1.30007 800211 2158774 51
96 0 0 1.54921 879450 2738971 50
97 0 0 0.852027 127058 399714 45
98 0 0 8.67949 11977148 24437800 55
99 0 0 5.84909 6228103 12696271 58
