-nan -nan -nan -nan
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
inf inf inf 1
-nan -nan -nan -nan
1 0.881146 0.7446 0.612095
1 0.881177 0.695357 inf
1 0.922863 0.729288 0.67579
1 0.819664 0.771809 0.586496
1 0.879295 0.803534 0.529781
1 0.863693 0.724884 0.493719
1 0.853429 0.830176 0.725411
1 0.874258 0.768998 0.523774
1 0.868164 0.786426 0.533274
1 0.83186 0.778284 0.646372
1 0.887614 0.782641 0.520641
1 inf inf inf
1 0.827577 0.773161 0.539732
1 0.881503 0.805803 0.678467
1 0.910809 0.714057 0.571002
1 0.844733 0.750791 inf
1 0.913823 0.754927 0.611914
1 0.72681 0.728913 0.588468
1 0.930375 0.845998 0.583901
1 0.787875 0.721762 0.54434
1 0.789789 0.704697 0.562499
1 0.835335 0.796215 0.599813
1 0.851139 0.749498 0.591397
1 0.825597 0.737942 0.494624
1 0.767273 0.63216 inf
1 0.795927 0.706447 0.590477
1 0.833127 0.791059 0.777121
1 0.907463 0.803867 0.580543
1 inf inf 0.682855
1 0.89464 0.800696 0.502834
1 0.955332 0.819775 0.581558
1 0.866827 0.743008 0.60942
1 0.836241 0.72622 0.524484
1 inf inf inf
1 0.870443 0.80541 0.518411
1 0.91281 0.84933 0.592025
1 0.894589 0.796349 0.620117
1 0.786638 0.72538 0.48452
1 0.905781 0.87379 0.688283
1 0.835529 0.710039 0.495051
1 0.918974 inf 0.553242
1 0.84744 0.820917 0.593437
1 0.875556 0.726141 inf
1 0.761068 0.761127 inf
1 0.788791 0.870846 0.639581
1 0.862222 0.794859 0.508505
1 1.03831 1.14826 0.879777
1 0.869824 0.803517 0.540717
1 0.777339 0.653039 0.575209
1 0.840239 0.697459 0.527726
1 0.863387 0.744434 0.514785
1 0.909921 0.766423 0.62785
1 0.915815 0.700647 0.470627
1 0.882445 0.845827 0.625257
1 0.820235 0.728083 0.510735
1 inf 0.793585 0.627333
1 0.871265 0.857651 0.586725
1 0.860348 0.724325 0.482015
1 0.846859 0.737491 0.592018
1 inf 0.829811 0.498854
1 0.911958 0.87735 0.658617
1 0.880747 0.723879 0.559238
1 0.863034 0.759899 0.714658
1 0.865288 0.831583 0.658109
1 0.923356 0.778873 0.56203
1 0.817674 0.788534 0.67875
1 0.806347 0.635454 0.639849
1 0.820306 0.788759 0.611407
1 0.943938 0.864149 0.615674
1 0.890273 0.805833 0.57348
1 1.04944 0.959063 0.580413
1 0.825264 0.772647 0.611321
1 0.942418 0.747489 0.533801
1 0.843174 0.78907 0.550473
1 inf 0.738599 0.459709
1 0.877009 0.755279 0.568463
1 0.801142 0.821483 0.489014
1 0.897565 0.824734 0.720591
1 0.965216 0.793596 0.522966
1 0.840767 0.699356 0.54212
1 0.829569 0.690934 0.408761
1 0.841587 0.728692 0.445441
1 0.886633 0.891395 0.6438
1 0.81404 0.684347 0.479607
1 0.981395 0.750996 0.710189
1 0.8988 inf 0.494204
1 0.903321 0.774982 0.52501
1 0.854213 0.8397 0.613909
1 0.848847 0.707529 0.575405
1 0.864028 0.835174 0.519758
1 0.999675 0.789971 0.748625
1 0.941587 0.867151 0.547028
1 0.929629 0.822812 0.689408
1 0.821863 0.74885 0.601079
1 0.865674 0.774505 inf
1 0.857524 0.743211 0.578052
1 0.891448 0.73522 0.491331
1 0.792876 0.798231 0.600696
1 0.942066 0.681444 inf
