01 
10 529769.335636 1692821.696617 803034 71.1632 74196471 152058541 56
100 1830.070832 4150.657087 180 0.695195 71820 150116 46
11 154815.690152 1026319.651868 8335 29.1075 42295091 86819350 60
12 329007.902828 1511464.911316 34571 42.6583 73414662 150597777 58
13 224996.066052 900384.525517 133580 25.2807 45914324 93528815 60
14 363140.046575 1001889.584817 287461 35.8596 65522973 134659117 57
15 198212.125174 382257.267748 128499 16.7467 22506009 45375812 60
16 98019.611656 989069.723469 243838 22.0655 36181239 73849644 59
17 189550.361456 765372.371640 130356 20.9501 38581793 80816596 57
18 113428.127633 558563.260722 135755 11.4615 20852771 42840923 58
19 172317.688583 789736.779620 101346 16.5084 31618520 65577913 60
02 
20 164610.181665 865958.017252 134235 18.4716 36755026 75311044 59
21 128537.345197 340398.176496 39407 13.9151 26342765 52927534 61
22 178387.030987 428241.468273 49780 14.2366 29805547 60453578 58
23 1032561.217322 2130588.227519 0 11.3141 21707966 44253253 63
24 124351.765603 486223.467513 3317 8.96054 17260821 35822352 57
25 34841.465586 134394.028500 4154 4.03945 7338482 15297625 54
26 69638.912746 316365.659516 37253 10.5887 21439869 43974694 60
27 107903.998695 272708.726026 26371 8.82973 16833766 34875909 55
28 100990.022549 467114.230929 47797 9.63646 19430790 40398549 54
29 91853.825100 265341.550325 6850 8.31227 16913060 34551329 56
03 
30 52832.276035 213754.660362 49815 3.67924 7019252 14338983 58
31 169634.370067 605177.841023 283179 9.66875 19377361 40920977 51
32 56875.470144 244783.780014 62141 7.6657 13063919 26910459 53
33 20883.580175 53705.697099 3672 2.07299 3284074 6776642 51
34 86177.990383 126622.559747 8919 5.75471 11401966 23264217 57
35 42596.702798 174175.936545 4506 5.47089 10719460 21902726 58
36 83986.487670 309521.555046 50550 6.95789 13375282 27768139 53
37 83914.249617 272738.031339 32864 5.93938 11735207 23440250 65
38 67306.459235 172254.431901 5797 4.42103 8377310 17236882 55
39 87414.078438 298632.747683 109753 6.01887 11617942 23978548 53
04 
40 84433.522897 228573.743894 25065 5.96112 11911029 24447324 55
41 65856.748931 136213.716166 779 4.30422 8433572 17007559 58
42 54976.559757 147827.508799 16467 4.71378 8487042 17628925 55
43 80585.644244 234003.759329 74173 5.53869 10833626 22457909 52
44 15383.978037 73360.082959 10985 3.43893 6162397 12651316 55
45 83159.979807 212595.568480 13712 5.44776 10917608 22526509 52
46 51567.524075 171140.338104 24509 4.2879 7893224 16337851 53
47 51628.548161 128720.990827 40477 4.14515 7300090 15086256 55
48 54308.478681 132542.225571 18475 3.6475 6622719 13540296 55
49 47546.855132 217485.791141 20663 4.25302 8177325 17082795 54
05 455281.675897 2746475.686517 221183 116.1 132898098 264273389 67
50 65276.451173 176829.118792 40994 4.20771 8183396 16817119 56
51 20394.460884 104275.066310 7392 2.66954 4823195 9936603 56
52 40105.369841 110802.463828 15587 3.44699 6176919 12669760 55
53 62619.779800 122282.100352 22860 3.4052 6437307 13010095 58
54 40251.529098 158332.606264 51304 3.49158 6399523 13427008 49
55 62672.919074 106660.712400 12512 3.26104 5580120 11298846 57
56 27583.339292 62873.483573 1696 2.5214 4146619 8562625 51
57 22074.291291 38336.841142 5632 1.48117 1868893 3859067 48
58 26397.898087 51168.230413 721 2.0127 2909170 6009551 53
59 29846.367706 81123.817800 15981 2.47878 4195667 8579115 53
06 132263.760151 1142425.582221 37367 32.4844 57998010 117108376 65
60 7783.992845 21112.167481 1683 0.976559 893465 1808773 52
61 3138.766706 5015.416184 798 0.72461 295918 612432 48
62 16950.741619 49123.034682 8472 2.09165 3392358 6862457 55
63 29801.938146 81107.144738 17489 2.29481 3826627 7854588 57
64 13501.895534 38799.171449 7489 1.87435 2812892 5764737 53
65 26810.270074 45981.643098 3599 2.01103 3117650 6469435 50
66 23161.883788 33743.124066 365 1.71049 2430783 4941659 58
67 14979.889827 25321.476734 7318 1.6446 2095381 4301925 50
68 18451.046430 47391.218823 2336 1.60744 2316585 4752869 50
69 10662.211666 36995.872364 2618 1.34344 1803753 3710851 57
07 660461.652743 2482331.146084 947099 93.4369 111348930 224060309 60
70 
71 14979.349024 37775.644786 2819 1.43655 1925766 3860312 56
72 9732.833168 40730.904389 11208 1.4384 1883333 3899753 50
73 14126.108558 38956.796711 2505 1.25377 1498693 3178835 43
74 10187.296989 25583.297610 920 1.28933 1469738 3030751 53
75 
76 9323.800686 30469.282994 786 1.24956 1369229 2794406 51
77 16541.407866 43530.767248 9961 1.35589 1609502 3285069 54
78 10629.583082 27331.606406 562 1.20058 1282840 2562552 54
79 16049.241000 35610.351100 698 1.33728 1563886 3282054 47
08 369127.705112 521700.729622 222736 22.5273 34485960 68454199 63
80 9384.351508 34178.279981 1227 1.16075 1358539 2854019 51
81 10869.807334 34970.013458 2890 1.03834 1074421 2209813 54
82 8514.990454 44584.797143 11427 1.10869 1102878 2356464 52
83 13471.206709 53302.578535 19447 1.11892 1256934 2671988 45
84 5091.376533 9447.583539 280 0.958417 765124 1590269 46
85 5552.269062 28023.267727 3597 1.05889 899675 1893889 51
86 6178.062075 10710.342685 301 0.743879 411120 852226 47
87 3063.137421 16384.695065 261 0.869486 563465 1195505 47
88 3872.646541 6701.711125 1782 0.765705 378885 771512 48
89 1967.101989 12357.892214 1255 0.866716 464811 972501 54
09 660388.876979 2099760.469778 183116 65.3886 83038418 171011201 58
90 4609.644033 9636.313776 1479 0.813655 343607 717774 45
91 1503.925483 3655.336296 245 0.740415 245703 507710 50
92 2353.855026 6429.616288 409 0.748751 238875 508639 45
93 3876.523176 5394.275368 221 0.742897 285222 593356 46
94 3091.690433 9573.096533 152 0.771021 310747 628643 51
95 2049.496215 5194.420370 303 0.775054 254933 527133 47
96 2683.379652 8442.269355 591 0.731393 253615 534951 42
97 2148.701087 4649.839646 218 0.764477 206727 426045 50
98 3002.104429 5865.804995 150 0.722035 146880 304669 43
99 1206.939253 2613.515628 256 0.705794 93775 192470 43
