01 
10 678.586 46798812 92742975 56
100 0.01528 32334 64963 46
11 89.5345 30003145 59294670 60
12 81.5458 45112197 89127166 58
13 41.8166 26088053 51168085 60
14 39.7053 34437004 68059782 57
15 29.2035 17025056 33254801 60
16 27.0126 20161235 39256985 59
17 21.5809 21862510 44213416 57
18 21.6722 14028344 27654820 58
19 20.1927 17805045 35331516 60
02 2130.08 191478229 379019558 63
20 18.5271 20889986 41021525 59
21 16.3071 18535767 35972170 61
22 15.27 18150875 35426873 58
23 3.32581 5253685 10333959 57
24 13.197 11641228 23128728 57
25 3.66465 4399444 8882333 54
26 11.5283 13338796 26456300 60
27 9.94045 9499694 19111348 55
28 9.28683 11278428 22684598 54
29 8.19601 10972804 21563275 56
03 197.821 71601915 139422892 62
30 1.92028 3525006 6872913 58
31 6.63497 8430894 16962036 51
32 6.5415 8179227 16347643 53
33 1.47007 2618503 5260197 51
34 6.02187 7221615 14308821 57
35 5.94026 7622602 15232667 58
36 5.5776 7170013 14329963 53
37 5.28574 7332466 13852083 65
38 5.31785 5668025 11137922 55
39 4.80213 6227205 12325500 53
04 457.912 171198584 333698225 67
40 4.1684 6540243 12931117 55
41 4.11549 5342754 10345670 58
42 3.95537 5727374 11500326 55
43 3.90392 5471060 10934187 52
44 3.9054 4484857 8980706 55
45 3.44272 5622335 11271206 52
46 3.31833 4681483 9317692 53
47 2.9837 4691710 9331093 55
48 3.00137 3917549 7704214 55
49 2.78612 4579005 9072231 54
05 346.763 89166546 170478542 67
50 2.69777 4626661 9011746 56
51 2.61517 4415279 8741704 56
52 2.49004 3559259 7061880 55
53 2.24486 3951356 7737735 58
54 2.18429 3440513 7004787 49
55 1.8437 3031922 5942206 57
56 1.79556 2731989 5459630 51
57 0.505542 920623 1842892 48
58 1.48332 2063117 4121111 53
59 1.34223 2309697 4549537 53
06 257.451 38607523 74740522 65
60 0.248533 539196 1055002 52
61 0.0789659 179689 358107 48
62 1.17931 2184110 4266467 55
63 1.05742 2021382 3940652 57
64 1.05278 1995813 4003712 53
65 1.02082 1900358 3839165 50
66 0.966171 1828847 3599741 58
67 0.702123 1430455 2876346 50
68 0.730609 1398857 2787694 50
69 0.661777 1373939 2713488 57
07 247.425 73083875 143317341 60
70 0.617487 1263033 2534049 50
71 0.598285 1267588 2467593 56
72 0.546875 1118025 2235214 50
73 0.46797 909219 1860754 43
74 0.483515 969356 1936584 53
75 0.428096 909442 1756205 53
76 0.403933 820923 1608738 51
77 0.384584 744209 1453173 54
78 0.405616 827864 1595630 54
79 0.391649 831333 1666813 47
08 163.542 25792756 49521886 63
80 0.356805 751475 1492139 51
81 0.276604 619299 1208714 54
82 0.235765 506538 1011520 52
83 0.273049 557862 1124037 45
84 0.244945 508957 1027251 46
85 0.227734 484048 957304 51
86 0.213983 438960 885798 47
87 0.143806 313211 637037 47
88 0.096585 215990 429408 48
89 0.126836 276325 548410 54
09 158.425 49797791 98986745 58
90 0.0829301 191601 386136 45
91 0.0832088 188717 378039 50
92 0.070395 158355 320956 45
93 0.093209 195222 395134 46
94 0.086792 192534 374607 51
95 0.066216 154092 310571 47
96 0.0676639 152123 307268 42
97 0.0504811 119535 240272 50
98 0.0292661 68633 139914 43
99 0.0205379 48447 96070 43
