01 
10 0 0 8.08023 2618503 5260197 51
100 0 0 5.47854 4484857 8980706 55
11 0 0 1.57585 313211 637037 47
12 0 0 22.472 17805045 35331516 60
13 0 0 8.69699 3525006 6872913 58
14 0 0 1.41193 32334 64963 46
15 0 0 1.82873 831333 1666813 47
16 0 0 44.3056 26088053 51168085 60
17 0 0 168.13 25792756 49521886 63
18 0 0 1.86495 909219 1860754 43
19 0 0 353.209 89166546 170478542 67
02 0 0 1384.66 191478229 379019558 63
20 0 0 2.07953 1267588 2467593 56
21 0 0 1.49678 154092 310571 47
22 0 0 2.57145 1995813 4003712 53
23 0 0 6.90345 5668025 11137922 55
24 0 0 13.5646 13338796 26456300 60
25 0 0 2.1326 1398857 2787694 50
26 0 0 4.55458 4691710 9331093 55
27 0 0 6.51075 6227205 12325500 53
28 0 0 29.2591 20161235 39256985 59
29 0 0 11.1998 11278428 22684598 54
03 0 0 23.7678 14028344 27654820 58
30 0 0 1.86201 909442 1756205 53
31 0 0 4.61713 3917549 7704214 55
32 0 0 1.51998 215990 429408 48
33 0 0 1.46737 192534 374607 51
34 0 0 31.5384 17025056 33254801 60
35 0 0 18.5147 18535767 35972170 61
36 0 0 2.92637 2063117 4121111 53
37 0 0 4.22833 4626661 9011746 56
38 0 0 2.81129 2309697 4549537 53
39 0 0 20.7747 20889986 41021525 59
04 0 0 4.22551 4415279 8741704 56
40 0 0 1.80483 827864 1595630 54
41 0 0 1.96383 1118025 2235214 50
42 0 0 5.83892 6540243 12931117 55
43 0 0 5.59643 5727374 11500326 55
44 0 0 1.41924 48447 96070 43
45 0 0 20.5007 7332466 13852083 65
46 0 0 3.33302 2731989 5459630 51
47 0 0 1.60683 539196 1055002 52
48 0 0 2.16993 1430455 2876346 50
49 0 0 1.43197 179689 358107 48
05 0 0 92.2888 30003145 59294670 60
50 0 0 1.40465 119535 240272 50
51 0 0 252.823 73083875 143317341 60
52 0 0 5.19385 4399444 8882333 54
53 0 0 3.34839 3031922 5942206 57
54 0 0 55.095 11641228 23128728 57
55 0 0 60.8356 38607523 74740522 65
56 0 0 22.9034 7221615 14308821 57
57 0 0 1.41262 152123 307268 42
58 0 0 157.171 46798812 92742975 56
59 0 0 2.60665 484048 957304 51
06 0 0 15.7241 5253685 10333959 57
60 0 0 2.83835 506538 1011520 52
61 0 0 690.61 49797791 98986745 58
62 0 0 467.313 171198584 333698225 67
63 0 0 1.62346 508957 1027251 46
64 0 0 2.40043 1828847 3599741 58
65 0 0 23.9033 21862510 44213416 57
66 0 0 5.07769 5622335 11271206 52
67 0 0 1.94394 920623 1842892 48
68 0 0 202.729 71601915 139422892 62
69 0 0 8.33244 8430894 16962036 51
07 0 0 2.55542 2021382 3940652 57
70 0 0 5.51302 5471060 10934187 52
71 0 0 4.3535 4579005 9072231 54
72 0 0 8.33874 8179227 16347643 53
73 0 0 1.6415 557862 1124037 45
74 0 0 42.7866 34437004 68059782 57
75 0 0 1.45278 188717 378039 50
76 0 0 2.08995 1373939 2713488 57
77 0 0 3.66565 3440513 7004787 49
78 0 0 7.60402 7622602 15232667 58
79 0 0 2.6055 2184110 4266467 55
08 0 0 1.92505 969356 1936584 53
80 0 0 1.64108 619299 1208714 54
81 0 0 1.36959 68633 139914 43
82 0 0 3.76658 3951356 7737735 58
83 0 0 1.75541 744209 1453173 54
84 0 0 2.44763 1900358 3839165 50
85 0 0 10.0676 10972804 21563275 56
86 0 0 1.41685 158355 320956 45
87 0 0 1.44844 195222 395134 46
88 0 0 4.87017 4681483 9317692 53
89 0 0 4.01601 3559259 7061880 55
09 0 0 7.3746 7170013 14329963 53
90 0 0 1.76683 820923 1608738 51
91 0 0 17.5128 18150875 35426873 58
92 0 0 84.9671 45112197 89127166 58
93 0 0 1.65433 438960 885798 47
94 0 0 1.55551 276325 548410 54
95 0 0 1.78486 751475 1492139 51
96 0 0 2.07499 1263033 2534049 50
97 0 0 1.49338 191601 386136 45
98 0 0 11.8302 9499694 19111348 55
99 0 0 5.77433 5342754 10345670 58
