01 6.93433 140036828 276361932
02 0.388581 7855093 15300441
03 13.9504 284774139 565994202
04 1.57285 31801392 62643178
05 0.271482 5679874 11020324
06 0.806665 15925226 32201659
07 9.65063 193237081 387138093
08 0.977563 19393936 39118936
09 0.0411561 810906 1650695
100 1.68817 33861969 67880055
10 4.95954 99185529 198758702
11 3.80994 76858577 150346071
12 0.013824 269708 546343
13 0.297335 5940101 11861704
14 34.1097 697060338 1369596777
15 13.7427 284143709 543598066
16 0.442239 8674989 17984050
17 15.0318 325709977 607399559
18 0.588301 12208396 23711066
19 0.0318949 630900 1280494
20 0.448603 8917079 17954869
21 6.48157 130984183 257064809
22 18.8746 374563071 750745754
23 0.401086 8021592 15971318
24 1.05785 21373350 42693208
25 2.49261 51116860 100734843
26 5.60556 117276312 226668644
27 7.59821 150045862 306123420
28 0.151107 3074175 5934441
29 2.95571 59289712 117076110
30 0.056535 1102713 2196592
31 0.059231 1200815 2351810
32 16.2119 338905602 661041935
33 12.3211 248230794 480637866
34 0.512753 10316663 20671551
35 1.18407 24383762 47506055
36 1.51187 30328909 59802601
37 6.95797 142413454 280078790
38 0.613115 12648340 24492851
39 0.481172 9620772 19355805
40 1.61237 31784360 63276187
41 1.34041 25392109 51501543
42 0.0408881 440711 877822
43 1.06465 21922115 41124766
44 2.55853 47157847 95733124
45 0.173937 3142992 6158732
46 0.569252 10966754 22119319
47 0.0427511 700936 1411293
48 0.0472901 941392 1905022
49 45.2193 924525500 1809933697
50 1.58154 31134487 63036421
51 0.705098 13540271 26622862
52 9.55625 187386023 377141880
53 11.7614 238335426 465225697
54 5.50151 110299077 220374384
55 0.0229459 456931 927211
56 30.1159 604195859 1199487995
57 0.221342 4448777 8841526
58 0.324707 6409343 12955403
59 30.0208 603096642 1207520463
60 83.7582 1707496297 3337690330
61 0.17319 3490584 7096849
62 0.585651 11931022 23540412
63 24.7775 480960627 995472711
64 6.40857 128674681 260054151
65 0.46898 9386275 18997680
66 49.5431 1002332934 1957191377
67 6.5183 124641603 252783877
68 1.62933 32102319 64367798
69 2.88319 54839059 109562358
70 3.78463 74952369 151042570
71 0.219695 4378098 8885971
72 25.5106 517762902 1031641139
73 0.080188 1602329 3222275
74 0.0477822 962130 1897727
75 1.0933 20744090 42772588
76 3.09328 62619586 126638416
77 0.482972 9699545 18918268
78 0.273734 5574437 10907149
79 0.0131609 262910 540859
80 3.34339 67417331 132945855
81 0.250211 5079292 9982568
82 137.222 2795752027 5506801122
83 1.63448 31962611 65533431
84 2.7836 53909237 106074302
85 0.067029 1338135 2725455
86 0.0569501 1127558 2304425
87 1.59939 32313756 64926493
88 159.418 3239494862 6320047979
89 4.21215 83006840 166571020
90 0.178865 3649912 7171136
91 15.229 306699931 602886857
92 27.5842 557396187 1101072540
93 0.0396869 792051 1599908
94 0.0331471 672665 1337339
95 0.187891 3578954 7115966
96 0.318956 6297113 12808563
97 0.0253539 495186 1002926
98 4.56414 90593519 183526882
99 2.12936 43530124 83477693
