10 0.239765 313211 637037
12 2.60795 3525006 6872913
13 0.024338 32334 64963
14 0.511619 831333 1666813
17 0.800476 909219 1860754
19 0.904843 1267588 2467593
1 0.610287 827864 1595630
20 0.119531 154092 310571
21 1.61528 1995813 4003712
22 8.26084 5668025 11137922
23 21.3791 13338796 26456300
24 0.948722 1398857 2787694
25 4.65132 4691710 9331093
26 8.33169 6227205 12325500
27 229.952 20161235 39256985
28 212.091 11278428 22684598
29 0.571068 909442 1756205
2 29.0742 14028344 27654820
30 4.56475 3917549 7704214
31 0.128479 215990 429408
32 0.116085 192534 374607
35 2.04477 2063117 4121111
36 4.84044 4626661 9011746
37 1.91926 2309697 4549537
39 0.711541 1118025 2235214
3 4.62902 4415279 8741704
40 6.44042 6540243 12931117
41 29.9271 5727374 11500326
42 0.195128 48447 96070
43 35.6506 7332466 13852083
44 14.8005 2731989 5459630
45 2.74768 539196 1055002
46 6.7495 1430455 2876346
47 0.80263 179689 358107
48 0.467489 119535 240272
49 573.273 73083875 143317341
4 98.4664 30003145 59294670
50 6.0353 4399444 8882333
51 2.78694 3031922 5942206
52 18.4925 11641228 23128728
53 226.197 38607523 74740522
54 12.1911 7221615 14308821
55 0.0916829 152123 307268
56 228.228 46798812 92742975
57 0.298823 484048 957304
58 0.38644 506538 1011520
59 218.113 49797791 98986745
5 4.87498 5253685 10333959
61 0.332374 508957 1027251
62 1.75735 1828847 3599741
63 193.175 21862510 44213416
64 5.73924 5622335 11271206
65 0.686056 920623 1842892
66 395.301 71601915 139422892
67 42.9087 8430894 16962036
68 6.0371 5471060 10934187
69 5.19193 4579005 9072231
6 1.3882 2021382 3940652
70 10.195 8179227 16347643
71 0.510794 557862 1124037
72 160.464 34437004 68059782
73 0.10674 188717 378039
74 0.857136 1373939 2713488
75 3.44239 3440513 7004787
76 41.7307 7622602 15232667
77 2.03941 2184110 4266467
78 0.3718 619299 1208714
79 0.038765 68633 139914
7 0.635021 969356 1936584
80 39.7765 3951356 7737735
81 0.627544 744209 1453173
83 1.36681 1900358 3839165
84 43.4297 10972804 21563275
85 0.0934131 158355 320956
86 0.152402 195222 395134
87 4.93913 4681483 9317692
89 60.1024 3559259 7061880
8 9.12988 7170013 14329963
90 0.626932 820923 1608738
91 133.645 18150875 35426873
92 82.9562 45112197 89127166
93 0.265309 438960 885798
94 0.158847 276325 548410
95 2.243 751475 1492139
96 0.724498 1263033 2534049
97 0.102085 191601 386136
98 73.0732 9499694 19111348
99 24.6429 5342754 10345670
100 23.3512 4484857 8980706
9 3.08536 2618503 5260197
